time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-03-23T04:15:58.720Z,40.4186667,-124.8333333,24.1,2.54,md,24,272,0.3827,0.29,nc,nc72988966,2018-03-24T00:52:04.557Z,"48km WNW of Petrolia, CA",earthquake,1.42,17.64,0.202,26,reviewed,nc,nc
2018-03-23T03:18:50.370Z,40.4503333,-124.4258333,23.57,2.85,md,19,236,0.07197,0.07,nc,nc72988941,2018-06-19T01:35:48.040Z,"18km NW of Petrolia, CA",earthquake,0.82,0.32,0.138,44,reviewed,nc,nc
2018-03-23T03:09:39.100Z,40.4278333,-124.5108333,25.19,4.66,mw,31,247,0.1406,0.15,nc,nc72988926,2018-06-19T01:35:48.040Z,"22km WNW of Petrolia, CA",earthquake,0.49,0.5,,4,reviewed,nc,nc
2018-03-22T16:24:49.560Z,40.7513333,-124.3891667,24.52,4.42,mw,34,197,0.1522,0.11,nc,nc72988726,2019-06-23T04:40:24.215Z,"17km W of Humboldt Hill, CA",earthquake,0.47,0.6,,3,reviewed,nc,nc
2018-03-22T03:57:35.540Z,40.2908333,-124.48,18.99,2.53,md,18,262,0.151,0.1,nc,nc72988541,2018-03-23T03:34:03.776Z,"17km WSW of Petrolia, CA",earthquake,0.68,0.38,0.17,18,reviewed,nc,nc
2018-03-21T13:50:39.400Z,40.8126667,-124.5391667,17.7,2.55,md,22,226,0.2808,0.03,nc,nc72988191,2018-05-23T15:42:01.763Z,"30km W of Bayview, CA",earthquake,0.58,0.67,0.094,18,reviewed,nc,nc
2018-03-20T13:51:34.360Z,40.3998333,-125.1268333,23.6,2.8,md,45,240,0.6072,0.22,nc,nc72987701,2018-03-24T01:07:03.642Z,"72km W of Petrolia, CA",earthquake,1.54,9.72,0.094,37,reviewed,nc,nc
2018-03-19T19:20:36.670Z,40.4021667,-125.7011667,42.4,2.93,md,16,295,1.043,0.32,nc,nc72987281,2018-03-24T03:34:03.982Z,"120km W of Petrolia, CA",earthquake,3.43,12,0.267,15,reviewed,nc,nc
2018-03-14T15:41:23.970Z,40.3965,-124.3995,29.32,2.94,ml,21,237,0.09208,0.12,nc,nc72983731,2018-03-15T00:47:52.697Z,"12km NW of Petrolia, CA",earthquake,1.13,0.86,0.192,16,reviewed,nc,nc
2018-03-14T13:16:47.790Z,40.6127,-127.2648,10,3.1,ml,,274,2.234,0.65,us,us1000d5iy,2018-06-11T21:53:44.040Z,"254km W of Ferndale, California",earthquake,4.9,2,0.062,34,reviewed,us,us
2018-03-12T00:52:10.580Z,40.3713333,-125.088,-0.22,2.64,md,19,303,0.5823,0.24,nc,nc72982681,2018-03-21T01:55:03.158Z,"68km W of Petrolia, CA",earthquake,2.33,2.79,0.161,29,reviewed,nc,nc
2018-03-11T09:42:46.810Z,40.3036667,-125.2631667,23.37,2.84,md,17,281,0.7276,0.29,nc,nc72982396,2018-03-13T06:52:03.946Z,"83km W of Petrolia, CA",earthquake,4.04,20.46,0.147,23,reviewed,nc,nc
2018-03-10T01:21:24.930Z,40.5501667,-124.3411667,27.72,2.87,md,25,204,0.0645,0.22,nc,nc72981791,2018-03-10T07:00:02.861Z,"7km WSW of Ferndale, CA",earthquake,0.64,0.59,0.182,70,reviewed,nc,nc
2018-03-09T06:01:28.350Z,40.2918333,-124.5423333,15.09,4.48,mw,26,253,0.1975,0.13,nc,nc72981481,2018-06-08T05:12:16.040Z,"22km W of Petrolia, CA",earthquake,1.17,0.39,,4,reviewed,nc,nc
2018-03-05T13:54:41.520Z,40.1601667,-125.339,19.71,2.74,md,10,340,0.8234,0.22,nc,nc72979411,2018-03-06T20:34:14.755Z,"91km W of Petrolia, CA",earthquake,3.57,31.61,0.204,25,reviewed,nc,nc
2018-03-02T12:28:55.830Z,42.4023,-126.3874,10,3.3,ml,,240,1.586,0.95,us,us1000d2b7,2018-05-27T01:06:09.040Z,"159km WSW of Port Orford, Oregon",earthquake,2.7,2,0.042,76,reviewed,us,us
2018-02-28T14:09:49.190Z,40.3881,-127.0983,10,3.1,ml,,250,2.109,0.88,us,us2000d955,2018-05-27T01:06:05.040Z,"241km W of Ferndale, California",earthquake,8.8,2,0.052,48,reviewed,us,us
2018-02-28T00:30:36.460Z,41.9458,-126.3424,10,3.2,ml,,239,1.597,1.3,us,us2000d8xx,2018-05-27T01:06:04.040Z,"166km WSW of Gold Beach, Oregon",earthquake,3.5,2,0.042,76,reviewed,us,us
2018-02-27T20:31:33.220Z,40.5775,-124.5245,23.47,2.81,md,22,245,0.1752,0.09,nc,nc72977056,2018-02-28T03:05:03.614Z,"22km W of Ferndale, CA",earthquake,1.07,0.57,0.179,42,reviewed,nc,nc
2018-02-14T16:33:32.360Z,40.384,-124.3473333,29.06,2.51,md,16,211,0.0745,0.09,nc,nc72969381,2018-02-15T04:13:03.849Z,"8km NW of Petrolia, CA",earthquake,0.6,0.59,0.134,28,reviewed,nc,nc
2018-02-13T17:45:07.590Z,40.3651667,-125.2935,12.91,2.75,md,11,318,0.7382,0.27,nc,nc72968986,2018-02-14T06:48:39.809Z,"86km W of Petrolia, CA",earthquake,13.58,15.77,0.161,36,reviewed,nc,nc
2018-02-07T15:58:54.020Z,40.4513333,-125.3098333,5.08,2.67,md,18,314,0.7423,0.1,nc,nc72965721,2018-02-08T06:38:10.104Z,"88km W of Petrolia, CA",earthquake,7.21,6.51,0.144,23,reviewed,nc,nc
2018-02-06T11:56:51.140Z,40.4936667,-124.6196667,27.73,2.55,md,23,279,0.216,0.09,nc,nc72965231,2018-02-14T01:45:04.301Z,"31km WSW of Ferndale, CA",earthquake,2.37,1.09,0.147,20,reviewed,nc,nc
2018-02-03T03:12:46.560Z,40.801,-125.4455,13.29,4.33,mw,77,248,0.9037,0.16,nc,nc72963436,2018-04-25T01:39:44.040Z,"103km WNW of Ferndale, CA",earthquake,1.23,2.59,,5,reviewed,nc,nc
2018-01-30T17:39:57.070Z,40.4345,-125.2283333,22.01,2.8,md,34,280,0.681,0.18,nc,nc72961441,2018-02-01T06:45:04.830Z,"81km W of Petrolia, CA",earthquake,4.24,10.24,0.13,27,reviewed,nc,nc
2018-01-29T00:01:47.460Z,40.4555,-126.1448333,4.7,2.76,md,11,328,1.379,0.25,nc,nc72960286,2018-01-30T05:03:02.067Z,"158km W of Petrolia, CA",earthquake,16.23,13.55,0.123,17,reviewed,nc,nc
2018-01-27T12:40:13.570Z,40.3809,-126.3115,10,3.3,ml,,255,1.509,0.73,us,us1000ci2l,2018-04-20T07:05:30.040Z,"174km W of Ferndale, California",earthquake,5.1,2,0.047,60,reviewed,us,us
2018-01-25T18:26:50.680Z,40.3824,-126.47,10.74,3.3,ml,,257,1.63,0.8,us,us1000cf6q,2018-04-20T07:05:23.040Z,"188km W of Ferndale, California",earthquake,4.1,14.4,0.049,54,reviewed,us,us
2018-01-25T17:24:34.140Z,40.4185,-126.3804,10.89,5.1,mww,,68,1.56,1.01,us,us2000cpcn,2018-04-20T07:05:23.040Z,"180km W of Ferndale, California",earthquake,5.1,3.4,0.045,47,reviewed,us,us
2018-01-25T16:39:43.500Z,40.4556,-126.3332,8.88,5.8,mww,,41,1.522,1.01,us,us2000cpba,2018-04-20T07:05:23.040Z,"175km W of Ferndale, California",earthquake,5.3,3.1,0.039,62,reviewed,us,us
2018-01-19T23:10:52.040Z,40.3311667,-124.425,19.11,2.57,md,19,256,0.1051,0.08,nc,nc72956096,2018-03-25T09:00:50.219Z,"12km W of Petrolia, CA",earthquake,0.56,0.37,0.119,25,reviewed,nc,nc
2018-01-16T02:01:50.900Z,40.3885,-124.6648333,24.34,2.68,md,10,317,0.2646,0.09,nc,nc72954665,2018-01-17T04:07:01.542Z,"33km WNW of Petrolia, CA",earthquake,1,1.97,0.177,31,reviewed,nc,nc
2018-01-14T07:28:28.120Z,40.4294,-126.9789,10,3.4,ml,,248,2.016,0.83,us,us2000cjfj,2018-04-03T01:40:30.040Z,"230km W of Ferndale, California",earthquake,3.4,2,0.048,58,reviewed,us,us
2018-01-09T15:20:17.510Z,40.4286667,-124.9845,4.07,2.68,md,21,280,0.4959,0.23,nc,nc72951416,2018-01-10T05:37:02.261Z,"60km W of Petrolia, CA",earthquake,1.25,1.92,0.117,30,reviewed,nc,nc
2018-01-09T06:00:42.230Z,40.4063333,-124.9753333,3.8,2.94,ml,19,304,0.4917,0.05,nc,nc72951296,2018-01-09T23:48:02.375Z,"59km W of Petrolia, CA",earthquake,0.88,2.32,0.22,15,reviewed,nc,nc
2018-01-07T19:01:00.490Z,40.3986667,-125.2446667,29.45,4.52,mw,71,244,0.6967,0.18,nc,nc72950451,2019-03-29T05:09:08.573Z,"82km W of Petrolia, CA",earthquake,1.02,4.16,,8,reviewed,nc,nc
2017-12-31T05:28:22.390Z,40.2838333,-124.4148333,19.44,2.98,ml,19,245,0.1056,0.07,nc,nc72946531,2018-03-17T01:54:40.040Z,"12km WSW of Petrolia, CA",earthquake,0.72,0.27,0.152,22,reviewed,nc,nc
2017-12-29T04:45:42.610Z,40.2851667,-124.5095,19.29,3.82,mw,28,243,0.1742,0.12,nc,nc72945446,2018-03-17T01:54:38.040Z,"20km WSW of Petrolia, CA",earthquake,0.67,0.25,,3,reviewed,nc,nc
2017-12-29T03:35:14.070Z,40.4218333,-125.6905,25.51,2.84,ml,16,297,1.034,0.3,nc,nc72945426,2017-12-30T07:08:02.367Z,"120km W of Petrolia, CA",earthquake,2.77,31.61,0.244,10,reviewed,nc,nc
2017-12-15T06:47:38.830Z,40.4218333,-124.592,17.92,3.87,mw,40,235,0.2015,0.19,nc,nc72940181,2018-03-06T00:49:42.040Z,"28km WNW of Petrolia, CA",earthquake,0.73,0.34,,4,reviewed,nc,nc
2017-12-12T03:47:59.580Z,40.3171667,-125.2423333,5.41,2.7,md,11,313,0.7089,0.29,nc,nc72938796,2017-12-13T04:36:03.681Z,"81km W of Petrolia, CA",earthquake,16.39,14.38,0.153,37,reviewed,nc,nc
2017-12-08T20:56:44.180Z,40.5721667,-124.0506667,28.17,2.84,ml,27,43,0.07554,0.18,nc,nc72936941,2017-12-14T01:56:24.036Z,"5km NE of Hydesville, CA",earthquake,0.32,0.7,0.272,17,reviewed,nc,nc
2017-12-06T13:27:29.300Z,40.6891667,-124.2111667,1.88,2.8,md,21,170,0.01284,0.09,nc,nc72935821,2018-03-22T16:36:38.474Z,"4km SSW of Humboldt Hill, CA",earthquake,0.33,0.73,0.185,48,reviewed,nc,nc
2017-12-05T04:02:01.710Z,40.4315,-124.6568333,24.18,2.65,md,25,242,0.2476,0.22,nc,nc72935236,2017-12-06T07:53:04.094Z,"34km WNW of Petrolia, CA",earthquake,0.94,1.73,0.148,31,reviewed,nc,nc
2017-11-24T21:16:14.670Z,40.6153333,-124.8276667,2.39,2.58,md,8,293,0.3988,0.08,nc,nc72930205,2017-12-01T23:28:03.677Z,"48km W of Ferndale, CA",earthquake,1.56,2.82,0.274,29,reviewed,nc,nc
2017-11-17T15:12:57.280Z,42.0981,-125.8727,10,3.1,ml,,237,1.376,0.83,us,us2000bqdj,2018-02-06T02:45:40.040Z,"124km WSW of Gold Beach, Oregon",earthquake,6.7,2,0.043,72,reviewed,us,us
2017-11-15T04:54:47.650Z,40.298,-124.5276667,21.66,3.01,ml,28,241,0.1855,0.12,nc,nc72924590,2018-02-06T02:45:35.040Z,"38km SW of Ferndale, California",earthquake,1.12,0.69,0.243,21,reviewed,nc,nc
2017-11-13T20:30:02.170Z,40.51,-124.3373333,18.55,2.75,md,17,199,0.0344,0.05,nc,nc72923450,2017-11-16T23:34:02.183Z,"9km SW of Ferndale, California",earthquake,0.6,0.4,0.23,28,reviewed,nc,nc
2017-11-13T13:00:32.090Z,40.4956667,-124.3146667,17.55,2.66,md,15,214,0.02657,0.08,nc,nc72923826,2017-11-18T04:45:04.330Z,"9km SSW of Ferndale, California",earthquake,0.59,0.41,0.186,15,reviewed,nc,nc
2017-11-09T15:58:57.650Z,40.394,-125.073,27.54,2.98,md,38,250,0.5673,0.29,nc,nc72921736,2018-01-31T03:04:45.040Z,"82km WSW of Ferndale, California",earthquake,1.16,31.61,0.157,33,reviewed,nc,nc
2017-11-07T02:06:42.790Z,40.3041667,-124.7613333,20.47,2.73,md,12,297,0.3628,0.04,nc,nc72920151,2017-11-08T21:19:02.452Z,"51km SW of Ferndale, California",earthquake,0.82,0.59,0.121,38,reviewed,nc,nc
2017-10-31T21:03:10.460Z,40.618,-125.0846667,19.51,2.9,md,20,269,0.5869,0.16,nc,nc72916796,2017-11-02T22:50:02.229Z,"69km W of Ferndale, California",earthquake,2.21,5,0.161,40,reviewed,nc,nc
2017-10-30T11:25:41.430Z,42.6349,-126.4711,10,2.9,ml,,259,1.591,1.34,us,us1000ayhg,2018-01-24T01:24:59.040Z,"162km W of Port Orford, Oregon",earthquake,9.7,2,0.048,56,reviewed,us,us
2017-10-18T01:30:10.460Z,41.1997,-127.1635,10,4.2,mb,,208,2.262,1.14,us,us1000atkm,2018-01-11T02:22:05.040Z,"253km WNW of Ferndale, California",earthquake,8,2,0.073,52,reviewed,us,us
2017-10-17T22:59:08.580Z,40.4304,-126.9485,10,3.1,ml,,255,1.992,1,us,us1000atix,2018-01-11T02:22:05.040Z,"228km W of Ferndale, California",earthquake,5.5,2,0.056,42,reviewed,us,us
2017-10-17T16:54:44.140Z,41.1741,-127.5145,8.45,2.8,ml,,243,2.635,0.36,us,us1000awm8,2018-01-11T02:22:05.040Z,"281km WNW of Ferndale, California",earthquake,4.6,9,0.066,30,reviewed,us,us
2017-10-17T15:22:13.910Z,41.277,-127.1684,8.48,2.8,ml,,277,2.375,0.22,us,us1000atbf,2018-01-11T02:22:04.040Z,"253km W of Crescent City, California",earthquake,12,9.6,0.056,42,reviewed,us,us
2017-10-17T15:20:19.170Z,41.2808,-126.977,10.55,2.8,ml,,293,2.157,0.33,us,us1000atbe,2018-01-11T02:22:04.040Z,"237km WSW of Crescent City, California",earthquake,7.9,10.1,0.059,38,reviewed,us,us
2017-10-17T15:12:40.190Z,41.226,-127.0948,9.59,2.7,ml,,291,2.221,0.42,us,us1000atbp,2018-01-11T02:22:04.040Z,"248km WSW of Crescent City, California",earthquake,9.1,9.8,0.064,32,reviewed,us,us
2017-10-17T14:58:45.970Z,41.2066,-127.44,8.71,2.9,ml,,282,2.464,0.35,us,us1000atay,2018-01-11T02:22:04.040Z,"276km WNW of Ferndale, California",earthquake,11.5,9.7,0.066,30,reviewed,us,us
2017-10-17T14:02:30.870Z,41.2886,-126.8083,7.23,2.5,ml,,296,2.041,0.82,us,us1000at9h,2018-01-11T02:22:04.040Z,"223km WSW of Crescent City, California",earthquake,7.2,10.3,0.077,22,reviewed,us,us
2017-10-15T19:37:07.100Z,41.8142,-126.7256,10.02,2.8,ml,,266,1.904,0.41,us,us1000ask7,2018-01-11T02:22:02.040Z,"201km WSW of Gold Beach, Oregon",earthquake,6.2,9.9,0.055,44,reviewed,us,us
2017-10-12T15:17:09.940Z,40.3918,-126.3378,10,2.9,ml,,259,1.529,0.79,us,us1000ar5n,2018-01-09T02:14:57.040Z,"177km W of Ferndale, California",earthquake,4,2,0.056,42,reviewed,us,us
2017-10-09T09:10:59.290Z,40.3351667,-124.3331667,17.58,2.75,md,15,219,0.1403,0.08,nc,nc72906461,2017-10-10T22:47:03.018Z,"26km SW of Rio Dell, California",earthquake,0.51,0.29,0.216,33,reviewed,nc,nc
2017-10-06T02:31:12.490Z,41.2375,-125.7771667,7.51,2.97,md,24,276,1.331,0.05,nc,nc72905101,2018-01-03T01:54:47.040Z,"142km W of Westhaven-Moonstone, California",earthquake,1.71,2.27,0.139,24,reviewed,nc,nc
2017-10-05T20:02:40.510Z,40.4112,-126.8487,9.57,2.9,ml,,255,1.917,0.73,us,us2000b1ls,2018-01-03T01:54:47.040Z,"219km W of Ferndale, California",earthquake,3,13.6,0.055,44,reviewed,us,us
2017-10-01T23:47:56.700Z,40.3085,-124.5061667,21.45,2.66,md,31,229,0.2108,0.08,nc,nc72902911,2017-10-02T21:04:02.920Z,"36km SW of Ferndale, California",earthquake,0.62,0.31,0.142,42,reviewed,nc,nc
2017-09-29T18:15:59.290Z,40.4823,-126.9164,19.57,2.6,ml,,254,2.016,0.78,us,us2000ax1j,2017-12-22T21:56:29.040Z,"224km W of Ferndale, California",earthquake,8,13.8,0.064,32,reviewed,us,us
2017-09-28T14:53:33.440Z,40.3715,-127.151,12.49,2.9,ml,,257,2.15,0.67,us,us2000avxn,2017-12-22T21:56:27.040Z,"245km W of Ferndale, California",earthquake,10.7,9.9,0.056,42,reviewed,us,us
2017-09-26T21:51:22.620Z,40.3887,-126.8141,6.55,2.8,ml,,257,1.934,0.65,us,us2000av6t,2017-12-22T21:56:23.040Z,"217km W of Ferndale, California",earthquake,8.4,13.7,0.069,28,reviewed,us,us
2017-09-25T19:35:43.650Z,40.3516,-127.1124,10.58,4.3,mb,,200,2.122,1.27,us,us2000aukb,2017-12-22T21:56:22.040Z,"242km W of Ferndale, California",earthquake,8.4,7.1,0.088,36,reviewed,us,us
2017-09-25T17:38:13.460Z,40.4141,-127.0822,10,3,ml,,271,2.095,0.56,us,us2000auf8,2017-12-22T21:56:21.040Z,"239km W of Ferndale, California",earthquake,9.4,2,0.06,36,reviewed,us,us
2017-09-23T19:54:06.140Z,40.4943333,-124.3961667,25.08,2.51,md,25,226,0.04852,0.07,nc,nc72897586,2017-09-26T23:10:03.945Z,"14km SW of Ferndale, California",earthquake,0.65,0.74,0.265,28,reviewed,nc,nc
2017-09-23T09:00:20.000Z,40.3741,-126.9023,10.08,3.2,ml,,246,1.96,0.56,us,us2000athy,2017-12-19T01:54:13.040Z,"224km W of Ferndale, California",earthquake,7.6,12.4,0.055,44,reviewed,us,us
2017-09-23T03:43:26.720Z,40.3353333,-126.9926667,11.62,2.9,ml,16,311,2.032,0.24,nc,nc72897166,2017-09-27T02:47:02.635Z,"232km W of Ferndale, California",earthquake,2.51,31.61,0.184,5,reviewed,nc,nc
2017-09-23T03:26:04.830Z,40.3942,-127.2084,10,2.9,ml,,272,2.192,0.57,us,us2000av4m,2017-12-19T01:54:13.040Z,"250km W of Ferndale, California",earthquake,10.1,2,0.071,26,reviewed,us,us
2017-09-22T23:17:19.050Z,40.4953333,-124.4173333,26.88,3.91,mw,21,235,0.06402,0.09,nc,nc72897116,2017-12-19T01:54:12.040Z,"15km SW of Ferndale, California",earthquake,1.13,0.66,,4,reviewed,nc,nc
2017-09-22T21:53:16.030Z,40.3995,-126.9836667,16.96,2.87,ml,5,357,2.064,0.15,nc,nc72897086,2017-09-23T05:34:02.653Z,"231km W of Ferndale, California",earthquake,12.62,31.61,0.131,5,reviewed,nc,nc
2017-09-22T20:33:29.370Z,40.4557,-126.6754,9,3,ml,,258,1.831,0.73,us,us2000atcg,2017-12-19T01:54:12.040Z,"204km W of Ferndale, California",earthquake,6.7,11.2,0.052,48,reviewed,us,us
2017-09-22T19:50:15.250Z,40.4105,-126.8326,12.68,5.7,mww,,63,1.905,0.9,us,us2000atbf,2017-12-29T04:50:09.006Z,"218km W of Ferndale, California",earthquake,6.9,3.1,0.044,50,reviewed,us,us
2017-09-22T16:54:11.650Z,40.3915,-125.3621667,25.7,3.01,ml,29,273,0.7866,0.25,nc,nc72896916,2017-12-19T01:54:12.040Z,"95km WSW of Ferndale, California",earthquake,1.3,20.29,0.259,16,reviewed,nc,nc
2017-09-22T16:14:55.160Z,40.7072,-127.2508,13.58,3,ml,,266,2.23,0.65,us,us2000atfk,2017-12-19T01:54:12.040Z,"253km W of Ferndale, California",earthquake,11.2,10,0.059,38,reviewed,us,us
2017-09-20T14:29:05.400Z,40.2463333,-124.1828333,11.38,2.76,md,16,175,0.009726,0.03,nc,nc72895726,2017-09-21T16:22:46.868Z,"28km SSW of Rio Dell, California",earthquake,0.22,0.17,0.25,35,reviewed,nc,nc
2017-09-18T05:07:36.010Z,41.036,-125.2131667,15.48,2.68,md,31,270,0.8381,0.24,nc,nc72894331,2017-09-20T06:36:02.166Z,"91km WNW of Bayview, California",earthquake,4.14,5.49,0.18,32,reviewed,nc,nc
2017-09-13T16:06:56.290Z,40.484,-124.7046667,16.91,2.56,md,27,244,0.2802,0.21,nc,nc72891831,2017-09-14T04:04:01.854Z,"38km WSW of Ferndale, California",earthquake,0.94,0.69,0.171,28,reviewed,nc,nc
2017-09-12T02:49:53.110Z,40.2965,-124.502,19.04,2.54,md,29,242,0.1684,0.13,nc,nc72890691,2017-09-13T05:43:02.306Z,"37km SSW of Ferndale, California",earthquake,0.58,0.29,0.123,40,reviewed,nc,nc
2017-09-08T15:31:27.580Z,40.6561667,-126.4015,4.61,2.76,md,18,311,1.583,0.21,nc,nc72888561,2017-09-13T05:28:03.208Z,"181km W of Ferndale, California",earthquake,13.98,18.65,0.122,15,reviewed,nc,nc
2017-09-07T12:43:52.790Z,40.4415,-125.5026667,25.85,2.9,md,38,253,0.8897,0.28,nc,nc72887050,2017-09-08T05:33:04.861Z,"106km W of Ferndale, California",earthquake,1.67,20.51,0.224,33,reviewed,nc,nc
2017-09-07T00:35:41.240Z,40.4886,-126.9598,10,2.7,ml,,259,2,0.54,us,us2000am11,2017-12-07T20:00:18.040Z,"228km W of Ferndale, California",earthquake,8.3,2,0.06,36,reviewed,us,us
2017-08-28T07:57:52.970Z,40.5416667,-124.5823333,25.05,2.54,md,34,243,0.198,0.09,nc,nc72879525,2017-09-01T08:00:03.738Z,"27km W of Ferndale, California",earthquake,0.52,0.61,0.224,33,reviewed,nc,nc
2017-08-16T21:09:33.390Z,41.4952,-126.9321,10,3.9,mb,,264,2.144,0.55,us,us2000a8x2,2017-11-14T01:42:11.040Z,"228km WSW of Brookings, Oregon",earthquake,6.7,2,0.21,6,reviewed,us,us
2017-08-14T20:14:22.400Z,41.9578333,-126.0903333,4.69,2.99,md,24,274,1.411,0.32,nc,nc72868525,2017-08-24T03:36:03.203Z,"146km WSW of Gold Beach, Oregon",earthquake,5.2,11.49,0.067,14,reviewed,nc,nc
2017-08-12T18:09:27.870Z,40.3853333,-124.998,3.04,2.89,md,47,248,0.5122,0.17,nc,nc72867626,2017-08-19T03:32:01.789Z,"65km WSW of Ferndale, California",earthquake,0.75,2.75,0.161,49,reviewed,nc,nc
2017-08-10T18:59:35.870Z,41.9157,-125.6716,10,4.8,mww,,173,1.116,1.23,us,us2000a712,2017-10-25T00:38:07.040Z,"115km W of Brookings, Oregon",earthquake,5.4,1.9,0.069,20,reviewed,us,us
2017-08-05T16:06:57.230Z,40.7486667,-124.5175,23.08,2.57,md,25,225,0.2358,0.07,nc,nc72860941,2017-08-17T03:33:04.079Z,"27km W of Humboldt Hill, California",earthquake,0.49,0.67,0.209,27,reviewed,nc,nc
2017-08-04T15:45:48.940Z,40.4345,-124.1548333,28.09,2.53,md,15,66,0.03123,0.08,nc,nc72859871,2017-09-07T07:14:48.760Z,"8km SSW of Rio Dell, California",earthquake,0.38,0.87,0.219,30,reviewed,nc,nc
2017-08-01T00:11:21.200Z,40.4161667,-124.3803333,28.73,2.56,md,13,228,0.06775,0.07,nc,nc72855911,2017-08-11T06:28:02.569Z,"20km SSW of Ferndale, California",earthquake,0.47,0.5,0.147,27,reviewed,nc,nc
2017-07-29T17:08:26.240Z,41.0753333,-125.3303333,24.34,4.58,mw,48,242,0.9164,0.2,nc,nc72852946,2017-10-14T00:19:45.040Z,"102km WNW of Eureka, California",earthquake,1.08,10.58,,6,reviewed,nc,nc
2017-07-29T00:02:40.910Z,40.7821667,-125.1806667,26.54,5.08,mw,101,230,0.7111,0.18,nc,nc72852151,2017-10-14T00:19:45.040Z,"80km WNW of Ferndale, California",earthquake,0.95,9.97,,5,reviewed,nc,nc
2017-07-28T14:31:23.750Z,40.3508333,-125.001,24.75,2.84,md,19,254,0.5217,0.15,nc,nc72851681,2017-08-05T03:30:03.917Z,"67km WSW of Ferndale, California",earthquake,1.4,31.61,0.125,35,reviewed,nc,nc
2017-07-27T16:57:42.480Z,40.3128333,-124.5596667,19.51,2.6,md,26,256,0.2107,0.19,nc,nc72850606,2017-08-03T04:37:02.110Z,"38km SW of Ferndale, California",earthquake,0.98,0.45,0.144,30,reviewed,nc,nc
2017-07-22T22:38:05.070Z,40.3975,-124.925,23.64,2.69,ml,32,251,0.4552,0.28,nc,nc72845501,2017-08-01T05:53:02.872Z,"59km WSW of Ferndale, California",earthquake,1.73,12.7,0.17,11,reviewed,nc,nc
2017-07-16T15:00:30.000Z,40.4855,-124.7851667,22.45,2.56,md,30,260,0.3416,0.15,nc,nc72839671,2017-07-21T01:54:03.276Z,"45km WSW of Ferndale, California",earthquake,0.96,3.06,0.306,26,reviewed,nc,nc
2017-07-13T22:09:54.090Z,40.299,-124.5421667,18.81,2.58,md,16,277,0.1985,0.08,nc,nc72836711,2017-07-25T00:45:53.577Z,"38km SW of Ferndale, California",earthquake,0.68,0.46,0.161,26,reviewed,nc,nc
2017-06-25T14:27:53.280Z,40.6881667,-124.5705,23.28,2.62,md,28,233,0.2768,0.07,nc,nc72821161,2017-07-01T00:25:01.958Z,"28km WNW of Ferndale, California",earthquake,0.76,0.87,0.182,40,reviewed,nc,nc
2017-06-24T21:22:03.060Z,40.2878333,-124.2988333,9.14,4.03,mw,24,212,0.03586,0.12,nc,nc72820761,2018-03-23T03:45:44.092Z,"28km SW of Rio Dell, California",earthquake,0.44,0.22,,11,reviewed,nc,nc
2017-06-17T16:20:24.370Z,41.8801,-126.7989,10.64,2.7,ml,,266,2.077,0.91,us,us20009na6,2017-08-18T23:13:32.040Z,"205km WSW of Gold Beach, Oregon",earthquake,8.2,10.1,0.057,40,reviewed,us,us
2017-06-16T05:00:22.280Z,40.437,-124.4685,25.05,3.14,ml,21,246,0.1071,0.1,nc,nc72816736,2017-08-18T23:13:29.040Z,"23km SW of Ferndale, California",earthquake,1.03,0.56,0.184,16,reviewed,nc,nc
2017-06-16T04:57:17.740Z,40.4571667,-124.4593333,26.66,2.91,md,19,242,0.09476,0.14,nc,nc72816726,2017-06-16T17:34:02.863Z,"21km SW of Ferndale, California",earthquake,1.01,0.59,0.158,48,reviewed,nc,nc
2017-06-14T09:19:09.110Z,40.39,-124.9165,5.68,2.64,md,20,289,0.4502,0.14,nc,nc72815751,2017-06-16T05:56:02.293Z,"59km WSW of Ferndale, California",earthquake,1.8,0.86,0.153,36,reviewed,nc,nc
2017-06-13T19:12:02.250Z,41.0191667,-125.0965,15.25,2.57,md,26,281,0.7921,0.12,nc,nc72815401,2017-06-14T06:51:09.537Z,"81km WNW of Bayview, California",earthquake,2.64,3.92,0.193,24,reviewed,nc,nc
2017-06-11T12:19:29.750Z,41.0418333,-124.1116667,22.86,3.53,mw,22,175,0.1065,0.12,nc,nc72814101,2017-08-18T23:13:22.040Z,"0km WSW of Westhaven-Moonstone, California",earthquake,0.48,0.36,,4,reviewed,nc,nc
2017-06-08T12:42:24.500Z,40.4225,-124.1866667,28.82,2.62,md,17,78,0.0506,0.08,nc,nc72812551,2017-06-08T19:40:04.345Z,"10km SW of Rio Dell, California",earthquake,0.64,1.09,0.176,40,reviewed,nc,nc
2017-05-31T18:50:39.190Z,40.4828333,-124.8121667,19.28,2.54,md,33,250,0.3622,0.19,nc,nc72808651,2017-06-07T01:24:01.811Z,"47km WSW of Ferndale, California",earthquake,2.1,0.88,0.25,28,reviewed,nc,nc
2017-05-29T19:34:09.640Z,40.7251667,-124.846,3.91,2.62,md,33,251,0.4605,0.16,nc,nc72807961,2017-05-31T22:21:03.458Z,"51km WNW of Ferndale, California",earthquake,1.37,1.64,0.193,36,reviewed,nc,nc
